PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P126,Ghana Landscape Restoration and Small Scale mining,The Project Development Objective is to strengthen integrated natural resource management and increase benefits to communities in targeted savannah and cocoa forest landscapes?,World Bank,WB,landscape management,No,Yes,No,No,,government,"MESTI, EPA, MLNR",Northern savannah,,,Ongoing,2021,2027,78555_GhanaBooklet.indd (epa.gov.gh), Sustainable crop and forest landscape management,,"Project Coordinator, PCU-MLNR P.O. Box M212, Ministries, Accra, Ghana Digital Address: GA-110-0371 Telephone: +233 (0) 307007106/0594875737 Email: mlnrinfo@mlnr.gov.gh Website: https://mlnr.gov.gh/index.php/ programs-projects/ghana-landscape-restoration-and-small-scale-mining-project/",,small-scale crop farmers,,Yes,"Improve food production and ecological integrity through investments in production and forest landscapes through the promotion of climate-smart agriculture, conservation, and restoration activities",,,,,,,,,,,,,,
P126,Ghana Landscape Restoration and Small Scale mining,The Project Development Objective is to strengthen integrated natural resource management and increase benefits to communities in targeted savannah and cocoa forest landscapes?,World Bank,WB,landscape management,No,Yes,No,No,,government,"MESTI, EPA, MLNR",Sudan savannah,,,Ongoing,2021,2027,78555_GhanaBooklet.indd (epa.gov.gh), Sustainable crop and forest landscape management,,"Project Coordinator, PCU-MLNR P.O. Box M212, Ministries, Accra, Ghana Digital Address: GA-110-0371 Telephone: +233 (0) 307007106/0594875737 Email: mlnrinfo@mlnr.gov.gh Website: https://mlnr.gov.gh/index.php/ programs-projects/ghana-landscape-restoration-and-small-scale-mining-project/",,small-scale crop farmers,,Yes,"Improve food production and ecological integrity through investments in production and forest landscapes through the promotion of climate-smart agriculture, conservation, and restoration activities",,,,,,,,,,,,,,
P040,Resiliency in Northern Ghana (RING) Project,"Aims to improve the lives of women, namely by increasing their control over household income and increasing their social capital, resulting in more resilient families and improved nutrition for women and children",,,Crop production,Yes ,Yes ,,,,government,MMDAs and seven departments of the Northern Regional Coordinating Council (NRCC,Northern Region,All 17 districts,"Chereponi, Gushegu, Tamale, Begu, Cheshegu, Diare, Zaazi Kukuo, Wovogumah, Kunbungu, Kpandai, Saboba, Savelugu",Completed,2014,2019,https://www.globalwaters.org/HowWeWork/Activities/resiliency-northern-ghana,,,,,,,,,,,,,,,,,,,,,,
P041,USAID’s Economic Growth program,"Through the Feed the Future initiative, USAID helps Ghana achieve self-reliance by enhancing agricultural productivity and profitability, strengthening competitive market systems, increasing access to finance, 
promoting resilience, optimizing economic inclusion, advancing leadership, and improving nutrition.",,,,,,,,,ngo,,Northern Region,,,,,,https://www.usaid.gov/sites/default/files/2023-09/USAID-Ghana-Economic-Growth-Fact-Sheet-230705.pdf,,,,,,,,,,,,,,,,,,,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Northern Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Upper East Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P127,PAVE Irrigation Project,The project facilitated the transfer and adoption of the Pave irrigation- an irrigation system that captures flood water for dry season vegetable farming.,Conservation Alliance,,Irrigation,Yes ,,,,,ngo,"Conservation Alliance (CA), International Fertilizer Development Centre (IFDC) and International Water Management Institute (IWMI)",Upper West Region,,,,,,,Water management,,,,small holder farmers                                                                                                                                                               ,,,,,,,,,,,,Yes,Rainwater harvesting technology being promoted in Northern Ghana to serve as source of irrigation water for dry season farming. ,,,,
P141,Savannah Agriculture Value Chain Development Project (SADEP),"Ensure national food and nutrition security, create employment and contribute to industrialization. The project is expected to contribute to the Government’s industrialization agenda, support PFJ and RFJ, skills development and entrepreneurship for women and youth, and build resilient food systems in the savannah areas of northern and middle belts of Ghana. The proposed project will have three components namely (i) Climate-resilient Production Development, (ii) Sustainable Value Chain Development, and (iii) Project Management.",,,Crop Production,,,,,,government,MoFA,Northern Region,"Tamale, Savelugu/Nanton, Mion",,Ongoing,2022,2027,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-012,Crop production,Felix Ngmenkaara DARIMAANI,,,small holder farmers                                                                                                                                                               ,,Yes,"Expand production of rice, soybean and maize ",,,,,,,,,,,,,,
P141,Savannah Agriculture Value Chain Development Project (SADEP),"Ensure national food and nutrition security, create employment and contribute to industrialization. The project is expected to contribute to the Government’s industrialization agenda, support PFJ and RFJ, skills development and entrepreneurship for women and youth, and build resilient food systems in the savannah areas of northern and middle belts of Ghana. The proposed project will have three components namely (i) Climate-resilient Production Development, (ii) Sustainable Value Chain Development, and (iii) Project Management.",,,Crop Production,,,,,,government,MoFA,Savannah Region,West Gonja,,Ongoing,2022,2027,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-012,Crop production,Felix Ngmenkaara DARIMAANI,,,small holder farmers                                                                                                                                                               ,,Yes,"Expand production of rice, soybean and maize ",,,,,,,,,,,,,,
P141,Savannah Agriculture Value Chain Development Project (SADEP),"Ensure national food and nutrition security, create employment and contribute to industrialization. The project is expected to contribute to the Government’s industrialization agenda, support PFJ and RFJ, skills development and entrepreneurship for women and youth, and build resilient food systems in the savannah areas of northern and middle belts of Ghana. The proposed project will have three components namely (i) Climate-resilient Production Development, (ii) Sustainable Value Chain Development, and (iii) Project Management.",,,Crop Production,,,,,,government,MoFA,Upper West Region,"Sissala East, Nandom",,Ongoing,2022,2027,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-012,Crop production,Felix Ngmenkaara DARIMAANI,,,small holder farmers                                                                                                                                                               ,,Yes,"Expand production of rice, soybean and maize ",,,,,,,,,,,,,,
P141,Savannah Agriculture Value Chain Development Project (SADEP),"Ensure national food and nutrition security, create employment and contribute to industrialization. The project is expected to contribute to the Government’s industrialization agenda, support PFJ and RFJ, skills development and entrepreneurship for women and youth, and build resilient food systems in the savannah areas of northern and middle belts of Ghana. The proposed project will have three components namely (i) Climate-resilient Production Development, (ii) Sustainable Value Chain Development, and (iii) Project Management.",,,Crop Production,,,,,,government,MoFA,Upper East Region,Bawku West,,Ongoing,2022,2027,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-012,Crop production,Felix Ngmenkaara DARIMAANI,,,small holder farmers                                                                                                                                                               ,,Yes,"Expand production of rice, soybean and maize ",,,,,,,,,,,,,,
P141,Savannah Agriculture Value Chain Development Project (SADEP),"Ensure national food and nutrition security, create employment and contribute to industrialization. The project is expected to contribute to the Government’s industrialization agenda, support PFJ and RFJ, skills development and entrepreneurship for women and youth, and build resilient food systems in the savannah areas of northern and middle belts of Ghana. The proposed project will have three components namely (i) Climate-resilient Production Development, (ii) Sustainable Value Chain Development, and (iii) Project Management.",,,Crop Production,,,,,,government,MoFA,North East Region,East Mamprusi,,Ongoing,2022,2027,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-012,Crop production,Felix Ngmenkaara DARIMAANI,,,small holder farmers                                                                                                                                                               ,,Yes,"Expand production of rice, soybean and maize ",,,,,,,,,,,,,,
P136,Sustainable Development of Rain-fed Lowland Rice Production Project I,Dissemination of the model for sustainable rain-fed lowland rice development is accelerated within the Project Area,,,Crop Production,Yes,Yes,No,No,,government,"Crop Service Directorate (CSD), MoFA",Northern Region,"Tamale Metropolitan, Sagnerigu Municipal, Zabzugu, Gushegu Municipal, Savelugu Municipal, Nanton (Created from Savelugu), Mion, Kumbungu, Tolon, Yendi Municipal, Karaga, West Mamprusi Municipal, North East, Mamprugu Moagduri (Created from West Mamprusi), East Mamprusi Municipal, Chereponi, Central Gonja, Savanna, East Gonja Municipal, North East Gonja (Created from East Gonja)",,Completed,2009,2014,https://mofa.gov.gh/site/projects/50-sustainable-development-of-rain-fed-lowland-rice-production-project,,,,Rice,"30 RADU and DADU staff and 1,000 farmers",,Yes,Increased Productivity and profitability of rice farming in rain-fed lowland in Project Area,,,,,,,,,,,,,,
P136,Sustainable Development of Rain-fed Lowland Rice Production Project I,Dissemination of the model for sustainable rain-fed lowland rice development is accelerated within the Project Area,,,Crop Production,Yes,Yes,No,No,,government,"Crop Service Directorate (CSD), MoFA",Ashanti Region,"Atwima Mponua, Ahafo Ano North, Adansi North, Adansi Asokwa (Created from Adansi North), Adansi South, Asante Akim North, Sekyere Central, Ejura Sekyedumase, Offinso North, Afigya Kwabre North (Created Afigya Kwabre), Afigya Kwabre South, Amansie West, Asante Akim South, Mampong Municipal, Sekyere East, Sekyere South, Sekyere Kumawu, Sekyere Afram Plains, Amansie Central, Atwima Nwabiagya Municipal, Atwima Nwabiagya North (Created from Atwima Nwabiagya), Bosome Freho, Bekwai Municipal",,Completed,2009,2014,https://mofa.gov.gh/site/projects/50-sustainable-development-of-rain-fed-lowland-rice-production-project,,,,Rice,"30 RADU and DADU staff and 1,000 farmers",,Yes,Increased Productivity and profitability of rice farming in rain-fed lowland in Project Area,,,,,,,,,,,,,,
